Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
2921575,06/22/2004 12:00:00 AM,06/28/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",,11219,,,,,46 STREET,10 AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,,06/28/2004 12:00:00 AM,12 BROOKLYN,BROOKLYN,985090,172699,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64069543303304,-73.99697327273877,"(40.640695433033, -73.996973272739)"
3170735,06/02/2004 12:00:00 AM,06/03/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11433,107-02 MERRICK BOULEVARD,MERRICK BOULEVARD,107 AVENUE,107 AVENUE,,,ADDRESS,JAMAICA,,N/A,Closed,,06/03/2004 12:00:00 AM,12 QUEENS,QUEENS,1042862,194349,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69992577317681,-73.78861866490539,"(40.699925773177, -73.788618664905)"
3147364,05/20/2004 12:00:00 AM,05/26/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,Air: Other Air Problem (Use Comments) (AZZ),,10455,,,,,EAGLE AVENUE,EAST 149 STREET,INTERSECTION,BRONX,,N/A,Closed,,05/26/2004 12:00:00 AM,01 BRONX,BRONX,1008661,235809,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81388325708216,-73.91181223961405,"(40.813883257082, -73.911812239614)"
3264528,04/27/2004 12:00:00 AM,04/29/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Other (Use Comments) (AA5)",,10036,562 5 AVENUE,5 AVENUE,5 AVENUE,6 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,04/29/2004 12:00:00 AM,05 MANHATTAN,MANHATTAN,989928,214797,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75624282574242,-73.97950527528141,"(40.756242825742, -73.979505275281)"
3089769,08/02/2004 12:00:00 AM,08/20/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Commercial (AA2)",,10310,1194 FOREST AVENUE,FOREST AVENUE,MUNDY AVENUE,LLEWELLYN PLACE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,08/20/2004 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,948230,167537,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62645364982545,-74.12976129980707,"(40.626453649825, -74.129761299807)"
3340191,06/10/2004 12:00:00 AM,06/16/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Residential (AA1)",,11225,,,,,BEDFORD AVENUE,MONTGOMERY STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,06/16/2004 12:00:00 AM,09 BROOKLYN,BROOKLYN,996218,181819,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.66571979466933,-73.95686016282195,"(40.665719794669, -73.956860162822)"
3480221,11/26/2004 12:00:00 AM,11/30/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Residential (AE1)",,10033,,,,,WEST 175 STREET,AUDUBON AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,11/30/2004 12:00:00 AM,12 MANHATTAN,MANHATTAN,1002184,247084,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84484541928634,-73.9351810535763,"(40.844845419286, -73.935181053576)"
3414654,10/07/2004 12:00:00 AM,10/22/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Residential (AA1)",,10026,219 WEST 111 STREET,WEST 111 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,10/22/2004 12:00:00 AM,10 MANHATTAN,MANHATTAN,996516,230886,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.80039619463344,-73.95569653984857,"(40.800396194633, -73.955696539849)"
2938666,11/01/2004 12:00:00 AM,11/12/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",,11226,1411 NOSTRAND AVENUE,NOSTRAND AVENUE,LINDEN BOULEVARD,MARTENSE STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,11/12/2004 12:00:00 AM,17 BROOKLYN,BROOKLYN,998209,176833,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.652031408160674,-73.94969372974084,"(40.652031408161, -73.949693729741)"
3177577,04/15/2004 12:00:00 AM,04/19/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Residential (AA1)",,11235,200 CORBIN PLACE,CORBIN PLACE,BRIGHTON BEACH AVENUE,ORIENTAL BOULEVARD,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/19/2004 12:00:00 AM,13 BROOKLYN,BROOKLYN,997039,149584,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.577240316728215,-73.95396185558211,"(40.577240316728, -73.953961855582)"
3050433,08/17/2004 12:00:00 AM,08/24/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,10026,1851 7 AVENUE,7 AVENUE,WEST 112 STREET,WEST 113 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,08/24/2004 12:00:00 AM,10 MANHATTAN,MANHATTAN,996988,231175,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.80118875268313,-73.95399117915053,"(40.801188752683, -73.953991179151)"
3123753,05/23/2004 12:00:00 AM,05/25/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10012,59 WOOSTER STREET,WOOSTER STREET,BROOME STREET,SPRING STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,05/25/2004 12:00:00 AM,02 MANHATTAN,MANHATTAN,983701,202747,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72317037444844,-74.0019806305239,"(40.723170374448, -74.001980630524)"
3081019,04/30/2004 12:00:00 AM,05/04/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Commercial (AE2)",,10004,2 WASHINGTON STREET,WASHINGTON STREET,BATTERY PLACE,PEDESTRIAN OVERPASS,,,ADDRESS,NEW YORK,,N/A,Closed,,05/04/2004 12:00:00 AM,01 MANHATTAN,MANHATTAN,979929,196184,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.705155468389904,-74.01558468440028,"(40.70515546839, -74.0155846844)"
3144180,11/05/2004 12:00:00 AM,11/18/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",,10026,9 WEST 110 STREET,WEST 110 STREET,FRAWLEY CIRCLE,LENOX AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,11/18/2004 12:00:00 AM,10 MANHATTAN,MANHATTAN,998046,229758,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.797297886191664,-73.95017266460964,"(40.797297886192, -73.95017266461)"
3280920,04/06/2004 12:00:00 AM,04/07/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11385,72-10 MYRTLE AVENUE,MYRTLE AVENUE,72 STREET,72 PLACE,,,ADDRESS,RIDGEWOOD,,N/A,Closed,,04/07/2004 12:00:00 AM,05 QUEENS,QUEENS,1018119,195120,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.702171277156374,-73.87784905894708,"(40.702171277156, -73.877849058947)"
3320137,07/15/2004 12:00:00 AM,07/20/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,Air: Other Air Problem (Use Comments) (AZZ),,11214,8619 23 AVENUE,23 AVENUE,86 STREET,BENSON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,07/20/2004 12:00:00 AM,11 BROOKLYN,BROOKLYN,986437,157895,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60006130717646,-73.99212449519916,"(40.600061307176, -73.992124495199)"
3179140,08/06/2004 12:00:00 AM,08/09/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Other (Use Comments) (AA5)",,11374,61-15 97 STREET,97 STREET,HORACE HARDING EXPRESSWAY,62 DRIVE,,,ADDRESS,REGO PARK,,N/A,Closed,,08/09/2004 12:00:00 AM,06 QUEENS,QUEENS,1022374,206719,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.733990397881655,-73.86243743085554,"(40.733990397882, -73.862437430856)"
3183505,09/01/2004 12:00:00 AM,09/07/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11364,214-14 73 AVENUE,73 AVENUE,214 STREET,215 STREET,,,ADDRESS,OAKLAND GARDENS,,N/A,Closed,,09/07/2004 12:00:00 AM,11 QUEENS,QUEENS,1050837,209102,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.740362635543356,-73.75971140043828,"(40.740362635543, -73.759711400438)"
3228405,10/01/2004 12:00:00 AM,10/06/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Residential (AA1)",,11234,2052 EAST 74 STREET,EAST 74 STREET,AVENUE T,AVENUE U,,,ADDRESS,BROOKLYN,,N/A,Closed,,10/06/2004 12:00:00 AM,18 BROOKLYN,BROOKLYN,1010317,165875,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6219266878914,-73.90610056076524,"(40.621926687891, -73.906100560765)"
2946743,10/27/2004 12:00:00 AM,10/28/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11213,,,,,UNION STREET,ALBANY AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,,10/28/2004 12:00:00 AM,09 BROOKLYN,BROOKLYN,1001029,182760,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6682948193053,-73.93951610117482,"(40.668294819305, -73.939516101175)"
3187858,06/14/2004 12:00:00 AM,06/18/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",,10002,271 GRAND STREET,GRAND STREET,FORSYTH STREET,ELDRIDGE STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,06/18/2004 12:00:00 AM,03 MANHATTAN,MANHATTAN,986199,200818,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.717875536831215,-73.99296913984371,"(40.717875536831, -73.992969139844)"
3231164,08/24/2004 12:00:00 AM,08/31/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Soot, Other (Use Comments) (AB4)",,10023,233 WEST 72 STREET,WEST 72 STREET,BROADWAY,WEST END AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,08/31/2004 12:00:00 AM,07 MANHATTAN,MANHATTAN,988968,223155,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.779183931236794,-73.98296452547517,"(40.779183931237, -73.982964525475)"
3368310,05/18/2004 12:00:00 AM,06/30/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Residential (AA1)",,11207,717 SNEDIKER AVENUE,SNEDIKER AVENUE,LINDEN BOULEVARD,DE WITT AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/30/2004 12:00:00 AM,05 BROOKLYN,BROOKLYN,1012611,178608,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.656868978930696,-73.8977835205881,"(40.656868978931, -73.897783520588)"
2912385,05/18/2004 12:00:00 AM,05/19/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Residential (AA1)",,10021,180 EAST 80 STREET,EAST 80 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,05/19/2004 12:00:00 AM,08 MANHATTAN,MANHATTAN,996040,221715,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77522490682277,-73.95743189690008,"(40.775224906823, -73.9574318969)"
2907478,05/07/2004 12:00:00 AM,05/12/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Residential (AE1)",,10011,410 WEST 24 STREET,WEST 24 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,05/12/2004 12:00:00 AM,04 MANHATTAN,MANHATTAN,983840,211577,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.747406554173345,-74.0014796975219,"(40.747406554173, -74.001479697522)"
3140471,08/17/2004 12:00:00 AM,08/30/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,11237,231 HIMROD STREET,HIMROD STREET,MYRTLE AVENUE,KNICKERBOCKER AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,08/30/2004 12:00:00 AM,04 BROOKLYN,BROOKLYN,1006284,194103,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.699417234975336,-73.92053612010149,"(40.699417234975, -73.920536120101)"
2917378,06/10/2004 12:00:00 AM,06/17/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",,11103,25-95 STEINWAY STREET,STEINWAY STREET,25 AVENUE,28 AVENUE,,,ADDRESS,ASTORIA,,N/A,Closed,,06/17/2004 12:00:00 AM,01 QUEENS,QUEENS,1008615,218913,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.767508434396056,-73.91203971205353,"(40.767508434396, -73.912039712054)"
3138889,10/28/2004 12:00:00 AM,11/08/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Other (Use Comments) (AA5)",,10003,1 UNION SQUARE,UNION SQUARE,EAST 14 STREET,EAST 15 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,11/08/2004 12:00:00 AM,05 MANHATTAN,MANHATTAN,986564,207173,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.735318377369765,-73.99165024659625,"(40.73531837737, -73.991650246596)"
3044288,08/07/2004 12:00:00 AM,08/17/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11209,9969 SHORE ROAD,SHORE ROAD,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,08/17/2004 12:00:00 AM,10 BROOKLYN,BROOKLYN,974371,162273,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61207278559959,-74.03558121303341,"(40.6120727856, -74.035581213033)"
2903064,06/03/2004 12:00:00 AM,06/07/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,10002,157 EAST HOUSTON STREET,EAST HOUSTON STREET,ELDRIDGE STREET,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,06/07/2004 12:00:00 AM,03 MANHATTAN,MANHATTAN,987261,202715,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72308204679791,-73.98913721198866,"(40.723082046798, -73.989137211989)"
3179238,10/06/2004 12:00:00 AM,10/26/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",,10012,174 ELIZABETH STREET,ELIZABETH STREET,KENMARE STREET,SPRING STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,10/26/2004 12:00:00 AM,02 MANHATTAN,MANHATTAN,985691,201967,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.721029362614445,-73.99480146284324,"(40.721029362614, -73.994801462843)"
3150430,04/29/2004 12:00:00 AM,04/30/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Residential (AA1)",,10003,,,,,EAST 6 STREET,1 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,04/30/2004 12:00:00 AM,03 MANHATTAN,MANHATTAN,988085,203923,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.726397394805126,-73.98616377795233,"(40.726397394805, -73.986163777952)"
2946089,10/30/2004 12:00:00 AM,11/18/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Residential (AA1)",,10021,210 EAST 68 STREET,EAST 68 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,11/18/2004 12:00:00 AM,08 MANHATTAN,MANHATTAN,994782,218706,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.766967575815755,-73.96197865369184,"(40.766967575816, -73.961978653692)"
3276835,08/01/2004 12:00:00 AM,08/11/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10002,96 CANAL STREET,CANAL STREET,ELDRIDGE STREET,FORSYTH STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,08/11/2004 12:00:00 AM,03 MANHATTAN,MANHATTAN,985947,199950,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71549313679191,-73.99387842831739,"(40.715493136792, -73.993878428317)"
3179322,10/02/2004 12:00:00 AM,11/01/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10025,218 WEST 104 STREET,WEST 104 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,,11/01/2004 12:00:00 AM,07 MANHATTAN,MANHATTAN,993280,230532,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.79942846094802,-73.96738509527044,"(40.799428460948, -73.96738509527)"
3462813,07/10/2004 12:00:00 AM,07/17/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10013,98 BOWERY,BOWERY,HESTER STREET,GRAND STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,07/17/2004 12:00:00 AM,02 MANHATTAN,MANHATTAN,985570,200741,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.717664306526935,-73.99523822165833,"(40.717664306527, -73.995238221658)"
2987211,04/24/2004 12:00:00 AM,04/28/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Residential (AA1)",,10025,115 WEST 104 STREET,WEST 104 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,04/28/2004 12:00:00 AM,07 MANHATTAN,MANHATTAN,994066,230095,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.79822817694569,-73.96454682905353,"(40.798228176946, -73.964546829054)"
3189508,11/21/2004 12:00:00 AM,12/03/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Vehicular (AA4)",,11435,145-17 SOUTH ROAD,SOUTH ROAD,INWOOD STREET,PRINCETON STREET,,,ADDRESS,JAMAICA,,N/A,Closed,,12/03/2004 12:00:00 AM,12 QUEENS,QUEENS,1038281,191434,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69195395108663,-73.8051631453198,"(40.691953951087, -73.80516314532)"
2924724,06/10/2004 12:00:00 AM,06/11/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,10011,122 WAVERLY PLACE,WAVERLY PLACE,MAC DOUGAL STREET,6 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,06/11/2004 12:00:00 AM,02 MANHATTAN,MANHATTAN,984379,206204,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.732659012626364,-73.99953453967152,"(40.732659012626, -73.999534539672)"
3392404,05/08/2004 12:00:00 AM,05/12/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,Air: Other Air Problem (Use Comments) (AZZ),,10025,76 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST 97 STREET,WEST 100 STREET,,,BLOCKFACE,NEW YORK,,N/A,Closed,,05/12/2004 12:00:00 AM,07 MANHATTAN,MANHATTAN,993575,228739,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.79450685714172,-73.96632209270949,"(40.794506857142, -73.966322092709)"
2916195,07/22/2004 12:00:00 AM,08/05/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",,10028,1269 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 85 STREET,EAST 86 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,08/05/2004 12:00:00 AM,08 MANHATTAN,MANHATTAN,996472,223124,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7790916535455,-73.95586958698544,"(40.779091653546, -73.955869586985)"
2919990,05/08/2004 12:00:00 AM,05/12/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11231,423 UNION STREET,UNION STREET,HOYT STREET,BOND STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/12/2004 12:00:00 AM,06 BROOKLYN,BROOKLYN,986684,187239,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68060423192571,-73.99122444887436,"(40.680604231926, -73.991224448874)"
3417430,08/05/2004 12:00:00 AM,08/13/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Residential (AA1)",,11373,41-42 ELBERTSON STREET,ELBERTSON STREET,ELMHURST AVENUE,WHITNEY AVENUE,,,ADDRESS,ELMHURST,,N/A,Closed,,08/13/2004 12:00:00 AM,04 QUEENS,QUEENS,1018511,211270,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74649755670853,-73.87635306849555,"(40.746497556709, -73.876353068496)"
3246108,06/20/2004 12:00:00 AM,06/23/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Residential (AE1)",,11433,,,,,109 AVENUE,153 STREET,INTERSECTION,JAMAICA,,N/A,Closed,,06/23/2004 12:00:00 AM,12 QUEENS,QUEENS,1040486,191442,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69196217295869,-73.79721183277512,"(40.691962172959, -73.797211832775)"
